都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
152188,3001001284,新潟県,五泉市,防火水そう,村松乙,,37.689604,139.170095,,本堂1
152188,3001001285,新潟県,五泉市,防火水そう,村松甲,,37.691277,139.177380,,旭町1
152188,3001001286,新潟県,五泉市,防火水そう,村松甲,,37.692378,139.177322,,大手通1
152188,3001001287,新潟県,五泉市,防火水そう,村松甲,,37.692539,139.175913,,大手通2
152188,3001001288,新潟県,五泉市,防火水そう,村松甲,,37.688317,139.171674,,春日小路1
152188,3001001289,新潟県,五泉市,防火水そう,村松甲,,37.688398,139.170102,,春日町1
152188,3001001290,新潟県,五泉市,防火水そう,村松甲,,37.693191,139.182271,,学校町2 1
152188,3001001291,新潟県,五泉市,防火水そう,村松甲,,37.694849,139.184927,,学校町3 1
152188,3001001292,新潟県,五泉市,防火水そう,村松甲,,37.693807,139.180478,,下根木町1
152188,3001001293,新潟県,五泉市,防火水そう,村松甲,,37.690089,139.175139,,城町1
152188,3001001294,新潟県,五泉市,防火水そう,村松甲,,37.689021,139.173633,,城町2
152188,3001001295,新潟県,五泉市,防火水そう,村松甲,,37.695940,139.176132,,新丁1
152188,3001001296,新潟県,五泉市,防火水そう,村松甲,,37.689149,139.176137,,寺町2
152188,3001001297,新潟県,五泉市,防火水そう,村松甲,,37.691192,139.176103,,馬場丁1
152188,3001001298,新潟県,五泉市,防火水そう,村松甲,,37.694990,139.177683,,横町1
152188,3001001299,新潟県,五泉市,防火水そう,矢津,,37.687099,139.206215,,1
152188,3001001300,新潟県,五泉市,防火水そう,矢津,,37.680349,139.206749,,矢津川1
152188,3001001301,新潟県,五泉市,防火水そう,山崎,,37.753994,139.151420,,1
152188,3001001302,新潟県,五泉市,防火水そう,山崎,,37.759861,139.156129,,2
152188,3001001303,新潟県,五泉市,防火水そう,山崎,,37.752530,139.150686,,3
152188,3001001304,新潟県,五泉市,防火水そう,山崎,,37.758301,139.152266,,4
152188,3001001305,新潟県,五泉市,防火水そう,山崎,,37.753904,139.149891,,5
152188,3001001306,新潟県,五泉市,防火水そう,山谷,,37.650214,139.171512,,1
152188,3001001307,新潟県,五泉市,防火水そう,四ツ屋新,,37.730278,139.217413,,東栄町1
152188,3001001308,新潟県,五泉市,防火水そう,論瀬,,37.749327,139.214360,,1
152188,3001001309,新潟県,五泉市,防火水そう,論瀬,,37.741066,139.219231,,上郷屋1
152188,3001001310,新潟県,五泉市,防火水そう,論瀬,,37.741367,139.221084,,上郷屋2
152188,3001001311,新潟県,五泉市,防火水そう,論瀬,,37.740732,139.215795,,上郷屋3
152188,3001001312,新潟県,五泉市,防火水そう,論瀬,,37.744621,139.215872,,清瀬1
152188,3001001313,新潟県,五泉市,防火水そう,論瀬,,37.741488,139.204815,,中郷屋1
152188,3001001314,新潟県,五泉市,防火水そう,論瀬,,37.738452,139.205692,,中郷屋2
152188,3001001315,新潟県,五泉市,防火水そう,論瀬,,37.754782,139.206983,,論瀬新田2
152188,3001001316,新潟県,五泉市,防火水そう,上戸倉,,37.635863,139.164472,,1
